,greV,greQ,greA,cgpa,univName
31350,166.0,161.0,5.0,3.29,Bahria University
31382,153.0,162.0,3.5,3.64,University of Central Punjab
31416,163.0,163.0,4.0,3.53,"International Islamic University, Islamabad"
31420,170.0,169.0,6.0,3.7,"International Islamic University, Islamabad"
31441,144.0,167.0,0.0,3.42,Aga Khan University
31453,152.0,157.0,3.5,2.9,Quaid-i-Azam University
31463,154.0,163.0,4.0,3.89,National University of Sciences and Technology
31475,155.0,168.0,4.0,3.8,University of the Punjab
31488,170.0,162.0,4.5,4.0,Quaid-i-Azam University
31490,170.0,162.0,4.5,4.0,National University of Computer and Emerging Sciences
31568,170.0,153.0,3.5,3.6,Institute of Business Administration
31574,159.0,168.0,4.0,3.55,Aga Khan University
31583,155.0,166.0,3.0,3.69,Bahauddin Zakariya University
31622,167.0,169.0,4.0,3.8,University of the Punjab
31625,166.0,166.0,5.5,3.64,Bahria University
31658,160.0,154.0,5.5,3.71,Bahauddin Zakariya University
31674,170.0,159.0,4.0,3.95,Aga Khan University
31699,163.0,154.0,6.0,3.98,Air University
31739,159.0,158.0,4.5,3.5,National University of Computer and Emerging Sciences
31749,155.0,170.0,3.5,4.0,Bahria University
31757,152.0,147.0,4.0,3.7,National University of Computer and Emerging Sciences
31761,160.0,162.0,4.5,3.75,Quaid-i-Azam University
31772,170.0,166.0,4.0,3.26,National University of Sciences and Technology
31773,170.0,166.0,4.0,3.26,National University of Sciences and Technology
31775,170.0,170.0,6.0,4.0,Air University
31779,160.0,164.0,6.0,3.75,Bahauddin Zakariya University
31790,161.0,159.0,4.5,3.71,National University of Modern Languages
31791,167.0,167.0,6.0,3.64,Aga Khan University
31794,170.0,170.0,6.0,3.65,"International Islamic University, Islamabad"
31803,159.0,165.0,3.5,3.5,University of Central Punjab
31821,159.0,164.0,5.0,3.71,Aga Khan University
31829,152.0,159.0,5.5,3.58,National University of Computer and Emerging Sciences
31841,156.0,160.0,4.5,3.58,Air University
31850,160.0,170.0,4.0,3.5,University of Central Punjab
31862,145.0,151.0,4.0,3.74,National University of Computer and Emerging Sciences
31864,156.0,157.0,5.0,3.92,National University of Computer and Emerging Sciences
31867,158.0,151.0,4.5,3.7,National University of Computer and Emerging Sciences
31869,153.0,145.0,5.0,3.7,Quaid-i-Azam University
31871,170.0,157.0,4.5,3.95,Air University
31879,148.0,153.0,4.5,3.97,Quaid-i-Azam University
31883,168.0,158.0,6.0,3.99,Air University
31884,168.0,158.0,6.0,3.99,Aga Khan University
31894,159.0,162.0,4.0,3.2,Air University
31949,148.0,165.0,4.0,3.9,"International Islamic University, Islamabad"
31951,157.0,170.0,4.0,3.84,National University of Modern Languages
31953,153.0,170.0,3.5,2.95,NED University of Engineering and Technology
31954,161.0,165.0,5.0,3.9,Aga Khan University
31974,152.0,161.0,3.0,3.6,Quaid-i-Azam University
31976,152.0,161.0,3.0,3.6,Bahria University
31994,169.0,166.0,5.5,3.93,Aga Khan University
32011,153.0,146.0,4.0,3.75,Aga Khan University
32027,169.0,165.0,5.0,3.91,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
32031,161.0,168.0,0.0,3.94,Bahria University
32038,152.0,170.0,3.5,3.6,Quaid-i-Azam University
32046,161.0,166.0,5.0,3.61,NED University of Engineering and Technology
32047,158.0,162.0,4.0,3.25,Aga Khan University
32048,170.0,155.0,4.5,3.8,Bahauddin Zakariya University
32067,169.0,170.0,5.5,3.96,"International Islamic University, Islamabad"
32123,164.0,165.0,4.0,3.89,University of Central Punjab
32128,170.0,170.0,5.0,3.92,Aga Khan University
32140,162.0,150.0,4.0,3.86,"University of Engineering and Technology, Lahore"
32165,154.0,170.0,3.5,4.0,"International Islamic University, Islamabad"
32176,170.0,170.0,5.0,3.8,Aga Khan University
32186,167.0,168.0,4.0,3.95,Quaid-i-Azam University
32191,167.0,168.0,4.0,3.95,COMSATS University Islamabad
32193,167.0,168.0,4.0,3.95,COMSATS University Islamabad
32194,167.0,168.0,4.0,3.95,COMSATS University Islamabad
32196,156.0,166.0,4.0,3.65,"University of Engineering and Technology, Lahore"
32198,159.0,166.0,4.5,4.0,"University of Engineering and Technology, Lahore"
32211,169.0,162.0,5.0,3.4,Bahria University
32216,158.0,159.0,5.0,3.89,Quaid-i-Azam University
32218,167.0,163.0,5.0,3.85,NED University of Engineering and Technology
32221,159.0,168.0,4.0,3.88,National University of Computer and Emerging Sciences
32253,168.0,160.0,5.0,3.76,National University of Computer and Emerging Sciences
32256,168.0,160.0,5.0,3.76,Air University
32258,155.0,165.0,3.5,3.8,Aga Khan University
32267,160.0,168.0,4.5,3.63,National University of Modern Languages
32274,162.0,163.0,3.0,3.12,"University of Engineering and Technology, Lahore"
32278,159.0,164.0,3.5,3.7,"University of Engineering and Technology, Lahore"
32279,166.0,166.0,5.0,3.9,Bahria University
32286,158.0,165.0,4.0,3.95,Aga Khan University
32299,164.0,170.0,4.0,3.9,Aga Khan University
32303,152.0,156.0,3.5,3.7,NED University of Engineering and Technology
32321,170.0,161.0,5.5,3.98,University of Central Punjab
32375,170.0,165.0,5.0,3.98,National University of Modern Languages
32384,165.0,167.0,5.0,3.96,Air University
32386,170.0,165.0,5.0,3.98,"University of Engineering and Technology, Lahore"
32387,170.0,165.0,5.0,3.98,"University of Engineering and Technology, Lahore"
32390,165.0,167.0,5.0,3.96,Bahria University
32453,159.0,167.0,3.0,3.85,COMSATS University Islamabad
32485,161.0,170.0,5.0,4.0,COMSATS University Islamabad
32495,157.0,165.0,3.5,3.81,University of Central Punjab
32530,155.0,154.0,4.5,3.67,Air University
32538,163.0,154.0,5.0,3.89,Quaid-i-Azam University
32576,168.0,157.0,5.5,3.4,"University of Engineering and Technology, Lahore"
32577,158.0,162.0,3.5,3.65,Bahria University
32613,152.0,165.0,4.0,3.86,University of the Punjab
32636,157.0,169.0,4.0,3.89,Bahauddin Zakariya University
32651,168.0,170.0,5.0,3.88,Aga Khan University
32676,165.0,168.0,4.5,3.74,Bahria University
32678,165.0,168.0,4.5,3.74,University of the Punjab
32691,155.0,146.0,4.0,3.43,Aga Khan University
32692,164.0,159.0,5.5,3.92,COMSATS University Islamabad
32708,152.0,168.0,3.0,3.55,National University of Sciences and Technology
32721,159.0,157.0,4.5,3.64,Quaid-i-Azam University
32728,170.0,158.0,4.5,3.41,Aga Khan University
32740,161.0,148.0,4.5,3.6,Bahauddin Zakariya University
32749,170.0,170.0,6.0,4.0,Bahria University
32779,153.0,161.0,4.0,3.49,Air University
32848,162.0,159.0,4.5,3.8,Aga Khan University
32864,160.0,151.0,0.0,3.6,Bahauddin Zakariya University
32880,159.0,165.0,4.5,8.14,NED University of Engineering and Technology
32906,156.0,166.0,3.5,3.8,Aga Khan University
32908,167.0,151.0,4.0,3.62,Bahria University
32915,161.0,170.0,4.0,3.9,Bahauddin Zakariya University
32931,156.0,155.0,5.0,2.89,Bahria University
32937,153.0,164.0,4.5,3.4,Aga Khan University
32946,149.0,170.0,3.0,3.3,National University of Modern Languages
32948,149.0,170.0,3.0,3.3,NED University of Engineering and Technology
32950,149.0,170.0,3.0,3.3,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
32956,155.0,151.0,4.5,3.93,Aga Khan University
32961,161.0,170.0,4.0,3.94,Quaid-i-Azam University
32963,154.0,167.0,0.0,3.69,Bahauddin Zakariya University
32977,153.0,155.0,4.0,2.6,"University of Engineering and Technology, Lahore"
32985,161.0,160.0,4.0,3.7,"International Islamic University, Islamabad"
32991,150.0,150.0,3.5,3.3,National University of Sciences and Technology
33006,166.0,166.0,5.0,3.9,Quaid-i-Azam University
33015,161.0,170.0,5.0,3.7,National University of Sciences and Technology
33022,168.0,156.0,0.0,3.62,National University of Sciences and Technology
33024,155.0,168.0,3.0,3.52,National University of Sciences and Technology
33032,162.0,158.0,3.5,3.51,National University of Computer and Emerging Sciences
33034,155.0,169.0,5.0,3.8,National University of Sciences and Technology
33044,157.0,168.0,4.5,3.2,Bahria University
33047,164.0,164.0,5.5,3.79,NED University of Engineering and Technology
33080,156.0,155.0,0.0,3.96,Bahauddin Zakariya University
33096,164.0,168.0,4.5,3.87,Quaid-i-Azam University
33128,170.0,170.0,5.0,4.0,National University of Computer and Emerging Sciences
33130,167.0,164.0,4.5,3.88,"University of Engineering and Technology, Lahore"
33148,152.0,152.0,5.0,2.9,Air University
33163,158.0,159.0,5.0,3.89,Air University
33173,164.0,169.0,4.0,3.94,Bahauddin Zakariya University
33183,166.0,170.0,4.5,4.0,COMSATS University Islamabad
33189,163.0,160.0,4.5,3.71,Aga Khan University
33198,152.0,147.0,4.5,3.7,National University of Modern Languages
33200,152.0,165.0,4.0,3.77,Aga Khan University
33269,162.0,158.0,5.5,3.7,University of the Punjab
33273,159.0,152.0,5.5,3.9,Aga Khan University
33295,166.0,160.0,4.5,4.0,Bahria University
33305,159.0,166.0,4.5,3.75,Air University
33314,168.0,168.0,5.5,4.0,Bahauddin Zakariya University
33344,164.0,170.0,4.5,3.97,Aga Khan University
33353,165.0,165.0,5.0,3.92,National University of Sciences and Technology
33356,165.0,165.0,5.0,3.92,Aga Khan University
33375,156.0,169.0,4.5,3.43,COMSATS University Islamabad
33377,165.0,156.0,4.5,3.54,Air University
33378,148.0,163.0,4.5,3.83,Air University
33390,163.0,167.0,5.5,3.99,Bahria University
33417,163.0,167.0,4.0,3.85,Bahauddin Zakariya University
33443,165.0,165.0,5.5,3.98,National University of Modern Languages
33449,146.0,168.0,4.5,3.8,Air University
33456,149.0,166.0,4.0,3.32,Air University
33465,165.0,159.0,5.5,3.9,University of Central Punjab
33490,157.0,154.0,4.0,3.7,Bahria University
33528,156.0,155.0,4.5,3.91,Air University
33550,167.0,158.0,4.0,3.15,Air University
33552,162.0,155.0,5.0,3.8,University of Central Punjab
33570,165.0,165.0,4.5,3.0,COMSATS University Islamabad
33581,161.0,148.0,4.0,3.96,Bahauddin Zakariya University
33582,161.0,148.0,4.0,3.96,Aga Khan University
33608,163.0,155.0,4.0,3.83,Quaid-i-Azam University
33624,167.0,153.0,6.0,4.0,National University of Computer and Emerging Sciences
33628,156.0,157.0,5.0,3.92,Air University
33630,162.0,161.0,4.5,3.14,Aga Khan University
33639,165.0,157.0,5.0,3.87,COMSATS University Islamabad
33654,162.0,167.0,5.0,3.81,National University of Computer and Emerging Sciences
33656,168.0,164.0,5.0,3.76,"University of Engineering and Technology, Lahore"
33672,169.0,160.0,4.0,4.0,COMSATS University Islamabad
33676,154.0,167.0,4.0,3.76,University of Central Punjab
33679,160.0,170.0,5.5,4.0,Air University
33701,170.0,156.0,4.5,3.95,COMSATS University Islamabad
33702,161.0,166.0,3.0,3.7,University of Central Punjab
33706,170.0,157.0,4.0,3.89,Aga Khan University
33707,158.0,151.0,5.0,3.46,University of Central Punjab
33711,158.0,151.0,5.0,3.46,NED University of Engineering and Technology
33729,157.0,160.0,4.5,3.91,NED University of Engineering and Technology
33735,152.0,166.0,3.0,3.89,COMSATS University Islamabad
33771,167.0,169.0,4.0,3.64,NED University of Engineering and Technology
33785,167.0,166.0,5.0,9.9,National University of Computer and Emerging Sciences
33796,154.0,162.0,5.0,3.38,"University of Engineering and Technology, Lahore"
33815,164.0,152.0,4.5,3.93,National University of Sciences and Technology
33832,170.0,157.0,6.0,3.86,COMSATS University Islamabad
33839,170.0,157.0,4.0,3.89,Aga Khan University
33891,153.0,162.0,3.5,3.64,University of Central Punjab
33898,152.0,161.0,3.5,3.74,"International Islamic University, Islamabad"
33909,153.0,170.0,6.0,3.74,"International Islamic University, Islamabad"
33948,155.0,170.0,4.5,3.87,Aga Khan University
33954,156.0,157.0,4.0,3.0,NED University of Engineering and Technology
33956,156.0,157.0,4.0,3.0,COMSATS University Islamabad
33964,161.0,164.0,5.0,3.9,Institute of Business Administration
33971,160.0,142.0,4.5,3.07,National University of Modern Languages
34017,162.0,167.0,5.5,3.75,"University of Engineering and Technology, Lahore"
34018,159.0,155.0,4.0,3.32,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
34022,164.0,168.0,5.0,3.99,Bahauddin Zakariya University
34033,162.0,170.0,4.5,3.6,National University of Computer and Emerging Sciences
34036,160.0,169.0,3.5,3.52,Aga Khan University
34091,152.0,152.0,4.0,3.87,National University of Modern Languages
34097,155.0,169.0,3.5,3.58,NED University of Engineering and Technology
34101,152.0,153.0,5.0,4.0,National University of Modern Languages
34108,157.0,170.0,4.0,3.89,NED University of Engineering and Technology
34118,166.0,163.0,5.0,3.91,Bahria University
34129,157.0,159.0,4.5,3.97,National University of Modern Languages
34134,158.0,169.0,5.0,3.42,Aga Khan University
34137,160.0,160.0,5.0,3.67,National University of Sciences and Technology
34138,159.0,152.0,4.0,3.3,"University of Engineering and Technology, Lahore"
34163,165.0,148.0,4.0,3.9,National University of Modern Languages
34165,161.0,156.0,5.0,4.0,Air University
34167,161.0,156.0,5.0,4.0,Air University
34171,155.0,156.0,4.0,3.76,Bahauddin Zakariya University
34175,166.0,169.0,5.5,3.93,National University of Modern Languages
34177,158.0,170.0,3.5,3.8,Aga Khan University
34186,170.0,170.0,5.0,3.96,University of Central Punjab
34188,166.0,156.0,5.0,2.95,Aga Khan University
34192,155.0,170.0,4.5,3.57,Institute of Business Administration
34194,167.0,149.0,5.0,3.9,National University of Computer and Emerging Sciences
34236,163.0,167.0,4.0,3.99,Aga Khan University
34246,155.0,155.0,4.0,3.95,National University of Modern Languages
34247,165.0,170.0,4.5,3.55,National University of Computer and Emerging Sciences
34250,165.0,164.0,5.0,3.9,National University of Modern Languages
34256,148.0,148.0,4.0,3.7,National University of Modern Languages
34266,166.0,154.0,5.0,4.0,Aga Khan University
34269,166.0,161.0,5.5,4.0,National University of Sciences and Technology
34280,160.0,163.0,4.0,3.98,Aga Khan University
34318,166.0,152.0,5.0,3.96,University of the Punjab
34327,152.0,145.0,4.0,3.79,National University of Modern Languages
34328,162.0,152.0,4.0,3.9,Quaid-i-Azam University
34355,152.0,150.0,5.0,3.95,National University of Modern Languages
34360,159.0,154.0,5.5,3.55,National University of Sciences and Technology
34366,164.0,170.0,4.0,3.9,National University of Modern Languages
34367,164.0,170.0,4.0,3.9,Air University
34403,155.0,168.0,3.0,3.5,Aga Khan University
34408,159.0,161.0,4.5,3.89,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
34410,162.0,164.0,4.5,3.86,National University of Modern Languages
34412,159.0,162.0,4.0,4.0,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
34418,161.0,150.0,4.5,3.88,COMSATS University Islamabad
34442,158.0,165.0,4.0,3.85,National University of Sciences and Technology
34472,155.0,163.0,3.0,2.61,"University of Engineering and Technology, Lahore"
34473,164.0,168.0,4.5,3.91,Quaid-i-Azam University
34477,167.0,150.0,4.0,3.94,"International Islamic University, Islamabad"
34506,161.0,170.0,5.5,3.91,Aga Khan University
34517,160.0,163.0,4.5,3.97,Bahauddin Zakariya University
34532,168.0,156.0,5.0,3.75,Quaid-i-Azam University
34535,165.0,161.0,5.0,4.0,Quaid-i-Azam University
34596,152.0,147.0,4.5,3.7,National University of Sciences and Technology
34606,163.0,150.0,4.5,3.1,Quaid-i-Azam University
34626,167.0,169.0,4.0,3.64,"International Islamic University, Islamabad"
34635,168.0,168.0,5.5,3.9,"International Islamic University, Islamabad"
34636,168.0,168.0,5.5,3.9,COMSATS University Islamabad
34655,167.0,162.0,6.0,4.0,National University of Computer and Emerging Sciences
34663,170.0,167.0,5.5,4.0,National University of Computer and Emerging Sciences
34685,168.0,164.0,4.0,3.72,Bahauddin Zakariya University
34695,159.0,151.0,0.0,3.48,University of the Punjab
34715,160.0,169.0,4.5,3.9,Institute of Business Administration
34757,164.0,165.0,4.0,3.89,Quaid-i-Azam University
34758,167.0,170.0,4.0,4.0,Air University
34761,167.0,170.0,4.0,4.0,Bahria University
34763,167.0,170.0,4.0,4.0,NED University of Engineering and Technology
34764,167.0,170.0,4.0,4.0,COMSATS University Islamabad
34867,164.0,168.0,4.5,3.88,COMSATS University Islamabad
34890,156.0,150.0,4.0,3.97,University of the Punjab
34891,165.0,156.0,6.0,3.2,Air University
34894,161.0,153.0,4.5,3.96,University of the Punjab
34902,160.0,170.0,4.0,3.79,COMSATS University Islamabad
34907,155.0,170.0,4.5,3.64,COMSATS University Islamabad
34934,156.0,159.0,4.0,3.96,Bahauddin Zakariya University
34936,164.0,165.0,5.0,3.53,Aga Khan University
34943,163.0,161.0,4.5,3.97,Aga Khan University
34947,170.0,159.0,4.0,3.95,Aga Khan University
34949,154.0,153.0,4.0,4.0,University of Central Punjab
34954,152.0,168.0,3.0,3.3,"International Islamic University, Islamabad"
34962,147.0,167.0,0.0,3.86,National University of Modern Languages
34985,157.0,147.0,5.5,3.7,National University of Modern Languages
34986,152.0,164.0,4.5,3.87,Air University
35002,151.0,159.0,3.0,3.33,Air University
35004,170.0,162.0,5.5,3.91,Air University
35010,157.0,164.0,3.5,3.14,Bahria University
35017,167.0,169.0,5.5,3.95,"University of Engineering and Technology, Lahore"
35038,160.0,170.0,4.0,4.0,National University of Computer and Emerging Sciences
35049,155.0,164.0,4.0,3.8,Aga Khan University
35107,168.0,164.0,4.0,3.3,"University of Engineering and Technology, Lahore"
35113,167.0,170.0,4.5,3.95,Air University
35115,161.0,158.0,5.0,3.4,National University of Computer and Emerging Sciences
35154,158.0,167.0,4.0,3.52,National University of Modern Languages
35157,161.0,169.0,4.5,3.73,National University of Sciences and Technology
35180,159.0,152.0,5.5,3.9,Aga Khan University
35184,170.0,157.0,3.5,3.8,Air University
35187,167.0,170.0,4.5,3.5,National University of Sciences and Technology
35193,162.0,155.0,5.0,3.8,National University of Modern Languages
35207,159.0,167.0,4.0,3.2,Bahauddin Zakariya University
